"zfin_id_symbol","human.Symbol","ensembl_gene_id","entrezgene_id"
"dcxr","DCXR","ENSG00000169738",51181
"atad2","ATAD2","ENSG00000156802",29028
"fndc3a","FNDC3A","ENSG00000102531",22862
"ciarta","CIART","ENSG00000159208",148523
"qsox1","QSOX1","ENSG00000116260",5768
"capzb","CAPZB","ENSG00000077549",832
"crema","CREM","ENSG00000095794",1390
"ptprub","PTPRU","ENSG00000060656",10076
"spry2","SPRY2","ENSG00000136158",10253
"tpd52l2a","TPD52L2","ENSG00000101150",7165
"dync1h1","DYNC1H1","ENSG00000197102",1778
"fam83b","FAM83B","ENSG00000168143",222584
"tanc2b","TANC2","ENSG00000170921",26115
"heyl","HEYL","ENSG00000163909",26508
"col10a1b","COL10A1","ENSG00000123500",1300
"ca6","CA6","ENSG00000131686",765
"setdb2","SETDB2","ENSG00000136169",83852
"wasb","WAS","ENSG00000015285",7454
"acsbg2","ACSBG2","ENSG00000130377",81616
"satb1b","SATB1","ENSG00000182568",6304
"rassf10b","RASSF10","ENSG00000189431",644943
"pon2","PON2","ENSG00000105854",5445
"vaspb","VASP","ENSG00000125753",7408
"r3hdm1","R3HDM1","ENSG00000048991",23518
"chd1","CHD1","ENSG00000153922",1105
"lrp1ab","LRP1","ENSG00000123384",4035
"srgn","SRGN","ENSG00000122862",5552
"ywhaqb","YWHAQ","ENSG00000134308",10971
"col17a1b","COL17A1","ENSG00000065618",1308
"arrdc2","ARRDC2","ENSG00000105643",27106
"uck2a","UCK2","ENSG00000143179",7371
"lrrc29","LRRC29","ENSG00000125122",26231
"syvn1","SYVN1","ENSG00000162298",84447
"nmt2","NMT2","ENSG00000152465",9397
"fbp1a","FBP1","ENSG00000165140",2203
"prkab1b","PRKAB1","ENSG00000111725",5564
"ndc1","NDC1","ENSG00000058804",55706
"crybg1b","CRYBG1","ENSG00000112297",202
"nup188","NUP188","ENSG00000095319",23511
"anp32b","ANP32B","ENSG00000136938",10541
"mecp2","MECP2","ENSG00000169057",4204
"hcls1","HCLS1","ENSG00000180353",3059
"bmp3","BMP3","ENSG00000152785",651
"lmbrd2b","LMBRD2","ENSG00000164187",92255
"nt5c1bb","NT5C1B","ENSG00000185013",93034
"itgb4","ITGB4","ENSG00000132470",3691
"plin3","PLIN3","ENSG00000105355",10226
"tubb2b","TUBB2B","ENSG00000137285",347733
"gpr34a","GPR34","ENSG00000171659",2857
"usp1","USP1","ENSG00000162607",7398
"spata20","SPATA20","ENSG00000006282",64847
"kctd5a","KCTD5","ENSG00000167977",54442
"nmi","NMI","ENSG00000123609",9111
"fkbp1aa","FKBP1A","ENSG00000088832",2280
"akap9","AKAP9","ENSG00000127914",10142
"mak","MAK","ENSG00000111837",4117
"alg11","ALG11","ENSG00000253710",440138
"mslnb","MSLN","ENSG00000102854",10232
"capsla","CAPSL","ENSG00000152611",133690
"pcsk7","PCSK7","ENSG00000160613",9159
"syt4","SYT4","ENSG00000132872",6860
"tgfbi","TGFBI","ENSG00000120708",7045
"hmmr","HMMR","ENSG00000072571",3161
"eef1b2","EEF1B2","ENSG00000283391",1933
"eef1b2","EEF1B2","ENSG00000114942",1933
"cacng1a","CACNG1","ENSG00000108878",786
"srsf5a","SRSF5","ENSG00000100650",6430
"mpeg1.1","MPEG1","ENSG00000197629",219972
"socs3a","SOCS3","ENSG00000184557",9021
"sidt2","SIDT2","ENSG00000149577",51092
"ccnc","CCNC","ENSG00000112237",892
"znf207b","ZNF207","ENSG00000010244",7756
"armc5","ARMC5","ENSG00000140691",79798
"serbp1a","SERBP1","ENSG00000142864",26135
"grnb","GRN","ENSG00000030582",2896
"fbxo42","FBXO42","ENSG00000037637",54455
"hpf1","HPF1","ENSG00000056050",54969
"ifi27.3","IFI27","ENSG00000275214",3429
"ifi27.3","IFI27","ENSG00000165949",3429
"arpc1b","ARPC1B","ENSG00000130429",10095
"plpp2b","PLPP2","ENSG00000141934",8612
"tnk1","TNK1","ENSG00000283781",8711
"tnk1","TNK1","ENSG00000174292",8711
"coa3b","COA3","ENSG00000183978",28958
"fuca1.1","FUCA1","ENSG00000179163",2517
"parp3","PARP3","ENSG00000041880",10039
"rsph4a","RSPH4A","ENSG00000111834",345895
"klc1b","KLC1","ENSG00000126214",3831
"sort1b","SORT1","ENSG00000134243",6272
"tnksa","TNKS","ENSG00000285372",8658
"tnksa","TNKS","ENSG00000173273",8658
"fgfr1op2","FGFR1OP2","ENSG00000111790",26127
"g3bp1","G3BP1","ENSG00000145907",10146
"ppiab","PPIA","ENSG00000196262",5478
"efhd1","EFHD1","ENSG00000115468",80303
"odf3b","ODF3B","ENSG00000177989",440836
"vsig10","VSIG10","ENSG00000176834",54621
"rpl23a","RPL23A","ENSG00000198242",6147
"amot","AMOT","ENSG00000126016",154796
"tmc4","TMC4","ENSG00000277996",147798
"tmc4","TMC4","ENSG00000277789",147798
"tmc4","TMC4","ENSG00000276260",147798
"tmc4","TMC4","ENSG00000274384",147798
"tmc4","TMC4","ENSG00000278363",147798
"tmc4","TMC4","ENSG00000273722",147798
"tmc4","TMC4","ENSG00000274905",147798
"tmc4","TMC4","ENSG00000277667",147798
"tmc4","TMC4","ENSG00000274873",147798
"tmc4","TMC4","ENSG00000167608",147798
"nrsn1","NRSN1","ENSG00000152954",140767
"trak2","TRAK2","ENSG00000115993",66008
"tec","TEC","ENSG00000135605",7006
"tctn2","TCTN2","ENSG00000168778",79867
"kat8","KAT8","ENSG00000103510",84148
"ptpn6","PTPN6","ENSG00000111679",5777
"dsela","DSEL","ENSG00000262102",92126
"dsela","DSEL","ENSG00000171451",92126
"arl3b","ARL3","ENSG00000138175",403
"bcl6ab","BCL6","ENSG00000113916",604
"dsg2.1","DSG2","ENSG00000046604",1829
"sdhaf2","SDHAF2","ENSG00000167985",54949
"cldnd1a","CLDND1","ENSG00000080822",56650
"rgs5a","RGS5","ENSG00000143248",8490
"rgs5a","RGS5","ENSG00000232995",8490
"zfhx3","ZFHX3","ENSG00000140836",463
"rogdi","ROGDI","ENSG00000067836",79641
"rcvrn2","RCVRN","ENSG00000109047",5957
"camk1ga","CAMK1G","ENSG00000008118",57172
"gngt2a","GNGT2","ENSG00000167083",2793
"gngt1","GNGT1","ENSG00000127928",2792
"ip6k2a","IP6K2","ENSG00000068745",51447
"lactbl1a","LACTBL1","ENSG00000215906",646262
"twf2a","TWF2","ENSG00000247596",11344
"ptmaa","PTMA","ENSG00000187514",5757
"atp5f1d","ATP5F1D","ENSG00000099624",513
"mdh1ab","MDH1","ENSG00000014641",4190
"nme2a","NME2","ENSG00000243678",4831
"cops3","COPS3","ENSG00000141030",8533
"cited4a","CITED4","ENSG00000179862",163732
"gsdmeb","GSDME","ENSG00000105928",1687
"tmem63bb","TMEM63B","ENSG00000137216",55362
"lgals3a","LGALS3","ENSG00000131981",3958
"elovl4b","ELOVL4","ENSG00000118402",6785
"usp14","USP14","ENSG00000101557",9097
"rapgef5a","RAPGEF5","ENSG00000136237",9771
"cox7a2l","COX7A2L","ENSG00000115944",9167
"get1","GET1","ENSG00000182093",7485
"gtf3ab","GTF3A","ENSG00000122034",2971
"cox6a1","COX6A1","ENSG00000111775",1337
"rps11b","RPS11","ENSG00000142534",6205
"cth","CTH","ENSG00000116761",1491
"sod2","SOD2","ENSG00000112096",6648
"arhgef9b","ARHGEF9","ENSG00000131089",23229
"sulf2b","SULF2","ENSG00000196562",55959
"slain1a","SLAIN1","ENSG00000139737",122060
"vps36","VPS36","ENSG00000136100",51028
"tbc1d10b","TBC1D10B","ENSG00000169221",26000
"naa38","NAA38","ENSG00000183011",84316
"chic1","CHIC1","ENSG00000204116",53344
"aqp1a.1","AQP1","ENSG00000240583",358
"gas6","GAS6","ENSG00000183087",2621
"otofa","OTOF","ENSG00000115155",9381
"slc1a2b","SLC1A2","ENSG00000110436",6506
"pola2","POLA2","ENSG00000014138",23649
"lrrfip2","LRRFIP2","ENSG00000093167",9209
"cnbpb","CNBP","ENSG00000169714",7555
"tsc22d1","TSC22D1","ENSG00000102804",8848
"tspan3a","TSPAN3","ENSG00000140391",10099
"ywhae1","YWHAE","ENSG00000274474",7531
"ywhae1","YWHAE","ENSG00000108953",7531
"prmt8b","PRMT8","ENSG00000111218",56341
"chpf2","CHPF2","ENSG00000033100",54480
"cdh15","CDH15","ENSG00000129910",1013
"fasn","FASN","ENSG00000169710",2194
"ctxn2","CTXN2","ENSG00000233932",399697
"itm2cb","ITM2C","ENSG00000135916",81618
"irf2bp2a","IRF2BP2","ENSG00000168264",359948
"fam78bb","FAM78B","ENSG00000188859",149297
"kidins220b","KIDINS220","ENSG00000134313",57498
"kdm1a","KDM1A","ENSG00000004487",23028
"mylipa","MYLIP","ENSG00000007944",29116
"emsy","EMSY","ENSG00000158636",56946
"dnaja3a","DNAJA3","ENSG00000276726",9093
"dnaja3a","DNAJA3","ENSG00000103423",9093
"htr6","HTR6","ENSG00000158748",3362
"klf15","KLF15","ENSG00000163884",28999
"lrp11","LRP11","ENSG00000120256",84918
"ccdc6a","CCDC6","ENSG00000108091",8030
"anp32a","ANP32A","ENSG00000140350",8125
"adgrl3.1","ADGRL3","ENSG00000150471",23284
"jun","JUN","ENSG00000177606",3725
"mat2b","MAT2B","ENSG00000038274",27430
"clpp","CLPP","ENSG00000125656",8192
"sema3e","SEMA3E","ENSG00000170381",9723
"sept5a","SEPTIN5","ENSG00000184702",5413
"sptbn2","SPTBN2","ENSG00000173898",6712
"cd59","CD59","ENSG00000085063",966
"csnk1e","CSNK1E","ENSG00000213923",1454
"osgep","OSGEP","ENSG00000092094",55644
"lrpprc","LRPPRC","ENSG00000138095",10128
"lrp1aa","LRP1","ENSG00000123384",4035
"grm1a","GRM1","ENSG00000152822",2911
"cpne2","CPNE2","ENSG00000140848",221184
"ppfia2","PPFIA2","ENSG00000139220",8499
"si:dkeyp-75h12.5","C4orf48","ENSG00000243449",401115
"srd5a3","SRD5A3","ENSG00000128039",79644
"got2b","GOT2","ENSG00000125166",2806
"ubxn1","UBXN1","ENSG00000162191",51035
"rpn2","RPN2","ENSG00000118705",6185
"gypc","GYPC","ENSG00000136732",2995
"il12bb","IL12B","ENSG00000113302",3593
"supt6h","SUPT6H","ENSG00000109111",6830
"rcbtb1","RCBTB1","ENSG00000136144",55213
"nell2a","NELL2","ENSG00000184613",4753
"baalcb","BAALC","ENSG00000164929",79870
"lrrc4.2","LRRC4","ENSG00000128594",64101
"dipk1c","DIPK1C","ENSG00000187773",125704
"atl1","ATL1","ENSG00000198513",51062
"sema6a","SEMA6A","ENSG00000092421",57556
"sdhb","SDHB","ENSG00000117118",6390
"arf6a","ARF6","ENSG00000165527",382
"gria4b","GRIA4","ENSG00000152578",2893
"crebzf","CREBZF","ENSG00000137504",58487
"dnajc18","DNAJC18","ENSG00000288275",202052
"dnajc18","DNAJC18","ENSG00000170464",202052
"ndst1b","NDST1","ENSG00000070614",3340
"nell2b","NELL2","ENSG00000184613",4753
"insyn1","INSYN1","ENSG00000205363",388135
"cul2","CUL2","ENSG00000108094",8453
"bco2a","BCO2","ENSG00000197580",83875
"trim9","TRIM9","ENSG00000100505",114088
"ksr2","KSR2","ENSG00000171435",283455
"cnksr2b","CNKSR2","ENSG00000149970",22866
"tcea1","TCEA1","ENSG00000187735",6917
"bnip3","BNIP3","ENSG00000176171",664
"cox7c","COX7C","ENSG00000127184",1350
"nkap","NKAP","ENSG00000101882",79576
"cnot11","CNOT11","ENSG00000158435",55571
"madd","MADD","ENSG00000110514",8567
"arhgap42a","ARHGAP42","ENSG00000165895",143872
"cd2ap","CD2AP","ENSG00000198087",23607
"ctps1a","CTPS1","ENSG00000171793",1503
"hapln2","HAPLN2","ENSG00000132702",60484
"atrnl1b","ATRNL1","ENSG00000107518",26033
"utp11","UTP11","ENSG00000183520",51118
"grm2a","GRM2","ENSG00000164082",2912
"pclob","PCLO","ENSG00000186472",27445
"wdr37","WDR37","ENSG00000047056",22884
"optn","OPTN","ENSG00000123240",10133
"npffr1","NPFFR1","ENSG00000148734",64106
"calb1","CALB1","ENSG00000104327",793
"myl1","MYL1","ENSG00000168530",4632
"pcloa","PCLO","ENSG00000186472",27445
"si:ch211-259g3.4","KIAA0100","ENSG00000007202",9703
"klhl17","KLHL17","ENSG00000187961",339451
"cttnbp2","CTTNBP2","ENSG00000077063",83992
"ube2ql1","UBE2QL1","ENSG00000215218",134111
"ppp4r3b","PPP4R3B","ENSG00000275052",57223
"gprc5ba","GPRC5B","ENSG00000167191",51704
"msl1a","MSL1","ENSG00000188895",339287
"cdr2l","CDR2L","ENSG00000109089",30850
"tomm70a","TOMM70","ENSG00000154174",9868
"rbl1","RBL1","ENSG00000080839",5933
"tcimb","TCIM","ENSG00000176907",56892
"slc6a17","SLC6A17","ENSG00000197106",388662
"prkcea","PRKCE","ENSG00000171132",5581
"gabrb2a","GABRB2","ENSG00000145864",2561
"mtrf1l","MTRF1L","ENSG00000112031",54516
"hipk3b","HIPK3","ENSG00000110422",10114
"nmnat2","NMNAT2","ENSG00000157064",23057
"sdk2b","SDK2","ENSG00000069188",54549
"qrich1","QRICH1","ENSG00000198218",54870
"mylka","MYLK","ENSG00000065534",4638
"sez6a","SEZ6","ENSG00000063015",124925
"loxl3b","LOXL3","ENSG00000115318",84695
"scg2a","SCG2","ENSG00000171951",7857
"amer3","AMER3","ENSG00000178171",205147
"tpd52l2b","TPD52L2","ENSG00000101150",7165
"vamp2","VAMP2","ENSG00000220205",6844
"slc48a1b","SLC48A1","ENSG00000211584",55652
"mrpl3","MRPL3","ENSG00000114686",11222
"hcn2b","HCN2","ENSG00000099822",610
"rhag","RHAG","ENSG00000112077",6005
"gnb1a","GNB1","ENSG00000078369",2782
"ier2b","IER2","ENSG00000160888",9592
"ttbk2b","TTBK2","ENSG00000128881",146057
"ppdpfb","PPDPF","ENSG00000125534",79144
"csnk1da","CSNK1D","ENSG00000141551",1453
"cramp1","CRAMP1","ENSG00000007545",57585
"hid1a","HID1","ENSG00000167861",283987
"sin3b","SIN3B","ENSG00000127511",23309
"gpr88","GPR88","ENSG00000181656",54112
"nt5dc1","NT5DC1","ENSG00000178425",221294
"gna13b","GNA13","ENSG00000120063",10672
"eef1a1a","EEF1A1","ENSG00000156508",1915
"sys1","SYS1","ENSG00000204070",90196
"lsm7","LSM7","ENSG00000130332",51690
"sox4a","SOX4","ENSG00000124766",6659
"rcan1b","RCAN1","ENSG00000159200",1827
"prg4a","PRG4","ENSG00000116690",10216
"ptprja","PTPRJ","ENSG00000149177",5795
"tmsb4x","TMSB4X","ENSG00000205542",7114
"fam162a","FAM162A","ENSG00000114023",26355
"calm1a","CALM1","ENSG00000198668",801
"vps37a","VPS37A","ENSG00000155975",137492
"fgfbp2a","FGFBP2","ENSG00000137441",83888
"cotl1","COTL1","ENSG00000103187",23406
"tmed3","TMED3","ENSG00000166557",23423
"mfsd14a2","MFSD14A","ENSG00000156875",64645
"fhl3b","FHL3","ENSG00000183386",2275
"ndufb9","NDUFB9","ENSG00000147684",4715
"gnai2a","GNAI2","ENSG00000114353",2771
"aldoaa","ALDOA","ENSG00000149925",226
"col10a1a","COL10A1","ENSG00000123500",1300
"pdxka","PDXK","ENSG00000160209",8566
"pdxka","PDXK","ENSG00000160209",105372824
"abhd17aa","ABHD17A","ENSG00000129968",81926
"fdxacb1","FDXACB1","ENSG00000255561",91893
"trps1","TRPS1","ENSG00000104447",7227
"zfand6","ZFAND6","ENSG00000086666",54469
"tfg","TFG","ENSG00000114354",10342
"pak1ip1","PAK1IP1","ENSG00000285226",55003
"pak1ip1","PAK1IP1","ENSG00000111845",55003
"col1a2","COL1A2","ENSG00000164692",1278
"glulb","GLUL","ENSG00000135821",2752
"grna","GRN","ENSG00000030582",2896
"ptgdsb.1","PTGDS","ENSG00000107317",5730
"eif3d","EIF3D","ENSG00000100353",8664
"ifi30","IFI30","ENSG00000216490",10437
"arpc5a","ARPC5","ENSG00000162704",10092
"vdac2","VDAC2","ENSG00000165637",7417
"uqcc3","UQCC3","ENSG00000204922",790955
"lig3","LIG3","ENSG00000005156",3980
"xpc","XPC","ENSG00000154767",7508
"polr3e","POLR3E","ENSG00000284282",55718
"polr3e","POLR3E","ENSG00000058600",55718
"b3gnt5a","B3GNT5","ENSG00000176597",84002
"oprd1b","OPRD1","ENSG00000116329",4985
"usf2","USF2","ENSG00000105698",7392
"rbb4l","RBBP4","ENSG00000162521",5928
"hmgb1b","HMGB1","ENSG00000189403",3146
"blmh","BLMH","ENSG00000108578",642
"rps3","RPS3","ENSG00000149273",6188
"cyb5r1","CYB5R1","ENSG00000159348",51706
"rpl21","RPL21","ENSG00000122026",6144
"tysnd1","TYSND1","ENSG00000156521",219743
"capgb","CAPG","ENSG00000042493",822
"herc1","HERC1","ENSG00000103657",8925
"hadhb","HADHB","ENSG00000138029",3032
"ywhaz","YWHAZ","ENSG00000164924",7534
"ppiaa","PPIA","ENSG00000196262",5478
"cyfip1","CYFIP1","ENSG00000280618",23191
"cyfip1","CYFIP1","ENSG00000288461",23191
"cyfip1","CYFIP1","ENSG00000273749",23191
"thy1","THY1","ENSG00000154096",7070
"eif4bb","EIF4B","ENSG00000063046",1975
"gsnb","GSN","ENSG00000148180",2934
"txndc9","TXNDC9","ENSG00000115514",10190
"trim69","TRIM69","ENSG00000278211",140691
"trim69","TRIM69","ENSG00000185880",140691
"atg3","ATG3","ENSG00000144848",64422
"stx6","STX6","ENSG00000135823",10228
"rpl17","RPL17","ENSG00000265681",6139
"dhx16","DHX16","ENSG00000227222",8449
"dhx16","DHX16","ENSG00000231377",8449
"dhx16","DHX16","ENSG00000226171",8449
"dhx16","DHX16","ENSG00000233049",8449
"dhx16","DHX16","ENSG00000233418",8449
"dhx16","DHX16","ENSG00000233561",8449
"dhx16","DHX16","ENSG00000206486",8449
"dhx16","DHX16","ENSG00000204560",8449
"abracl","ABRACL","ENSG00000146386",58527
"rps26","RPS26","ENSG00000197728",6231
"b4galnt3b","B4GALNT3","ENSG00000139044",283358
"csde1","CSDE1","ENSG00000009307",7812
"tubb4b","TUBB4B","ENSG00000188229",10383
"rps8a","RPS8","ENSG00000142937",6202
"rps14","RPS14","ENSG00000164587",6208
"samsn1a","SAMSN1","ENSG00000155307",64092
"samsn1a","SAMSN1","ENSG00000155307",388813
"rpl9","RPL9","ENSG00000163682",6133
"gmcl1","GMCL1","ENSG00000087338",64395
"rpl7","RPL7","ENSG00000147604",6129
"rpl10","RPL10","ENSG00000147403",6134
"rpl30","RPL30","ENSG00000156482",6156
"fnta","FNTA","ENSG00000168522",2339
"slco3a1","SLCO3A1","ENSG00000176463",28232
"rplp1","RPLP1","ENSG00000137818",6176
"atp2a2b","ATP2A2","ENSG00000174437",488
"rpl27a","RPL27A","ENSG00000166441",6157
"rpl6","RPL6","ENSG00000089009",6128
"cnih4","CNIH4","ENSG00000143771",29097
"ptmab","PTMA","ENSG00000187514",5757
"napsa","NAPSA","ENSG00000131400",9476
"rnf38","RNF38","ENSG00000137075",152006
"rps15a","RPS15A","ENSG00000134419",6210
"l3mbtl2","L3MBTL2","ENSG00000100395",83746
"abcf2a","ABCF2","ENSG00000033050",10061
"ahnak","AHNAK","ENSG00000124942",79026
"irs1","IRS1","ENSG00000169047",3667
"ptx3a","PTX3","ENSG00000163661",5806
"ufsp2","UFSP2","ENSG00000109775",55325
"psmc1a","PSMC1","ENSG00000100764",5700
"btf3","BTF3","ENSG00000145741",689
"vmp1","VMP1","ENSG00000062716",81671
"serp1","SERP1","ENSG00000120742",27230
"ggps1","GGPS1","ENSG00000152904",9453
"sod3b","SOD3","ENSG00000109610",6649
"rpl38","RPL38","ENSG00000172809",6169
"ten1","TEN1","ENSG00000257949",100134934
"rpl23","RPL23","ENSG00000125691",9349
"elf3","ELF3","ENSG00000163435",1999
"vps29","VPS29","ENSG00000111237",51699
"drg1","DRG1","ENSG00000185721",4733
"znf148","ZNF148","ENSG00000163848",7707
"mpzl2b","MPZL2","ENSG00000149573",10205
"scarf1","SCARF1","ENSG00000276336",8578
"scarf1","SCARF1","ENSG00000074660",8578
"cdc42","CDC42","ENSG00000070831",998
"ncln","NCLN","ENSG00000125912",56926
"pdia6","PDIA6","ENSG00000143870",10130
"tbxas1","TBXAS1","ENSG00000059377",6916
"sgta","SGTA","ENSG00000104969",6449
"tollip","TOLLIP","ENSG00000078902",54472
"sdf2","SDF2","ENSG00000132581",6388
"dmxl1","DMXL1","ENSG00000172869",1657
"susd6","SUSD6","ENSG00000100647",9766
"ttc8","TTC8","ENSG00000165533",123016
"cdc37l1","CDC37L1","ENSG00000106993",55664
"med14","MED14","ENSG00000180182",9282
"rin3","RIN3","ENSG00000100599",79890
"b3gnt3.4","B3GNT3","ENSG00000179913",10331
"rhogb","RHOG","ENSG00000177105",391
"ccr6b","CCR6","ENSG00000112486",1235
"rrp8","RRP8","ENSG00000132275",23378
"atp5f1c","ATP5F1C","ENSG00000165629",509
"mpped2","MPPED2","ENSG00000066382",744
"si:ch211-160d20.3","C19orf47","ENSG00000160392",126526
"scyl1","SCYL1","ENSG00000142186",57410
"plxnb2a","PLXNB2","ENSG00000196576",23654
"hagh","HAGH","ENSG00000063854",3029
"dnajc21","DNAJC21","ENSG00000168724",134218
"eva1ba","EVA1B","ENSG00000142694",55194
"chek2","CHEK2","ENSG00000183765",11200
"tiaf1","TIAF1","ENSG00000221995",9220
"rps12","RPS12","ENSG00000112306",6206
"sema5a","SEMA5A","ENSG00000112902",9037
"ifitm5","IFITM5","ENSG00000206013",387733
"timeless","TIMELESS","ENSG00000111602",8914
"pleca","PLEC","ENSG00000178209",5339
"acadvl","ACADVL","ENSG00000072778",37
"sparc","SPARC","ENSG00000113140",6678
"fbxl5","FBXL5","ENSG00000118564",26234
"scaf4a","SCAF4","ENSG00000156304",57466
"prkdc","PRKDC","ENSG00000253729",5591
"tbl2","TBL2","ENSG00000106638",26608
"rars1","RARS1","ENSG00000113643",5917
"mpst","MPST","ENSG00000128309",4357
"sdc3","SDC3","ENSG00000162512",9672
"zdhhc4","ZDHHC4","ENSG00000136247",55146
"tgm1","TGM1","ENSG00000285348",7051
"tgm1","TGM1","ENSG00000092295",7051
"prrx1b","PRRX1","ENSG00000116132",5396
"rpl4","RPL4","ENSG00000174444",6124
"ndc80","NDC80","ENSG00000080986",10403
"emc10","EMC10","ENSG00000161671",284361
"mbd2","MBD2","ENSG00000134046",8932
"arf6b","ARF6","ENSG00000165527",382
"c1galt1b","C1GALT1","ENSG00000106392",56913
"anxa5b","ANXA5","ENSG00000164111",308
"mbd3a","MBD3","ENSG00000071655",53615
"b4galnt2.1","B4GALNT2","ENSG00000167080",124872
"mov10b.1","MOV10","ENSG00000155363",4343
"rps15","RPS15","ENSG00000115268",6209
"dpm2","DPM2","ENSG00000136908",8818
"nap1l4a","NAP1L4","ENSG00000273562",4676
"nap1l4a","NAP1L4","ENSG00000205531",4676
"nol7","NOL7","ENSG00000225921",51406
"col1a1a","COL1A1","ENSG00000108821",1277
"Sep-02","SEPTIN2","ENSG00000168385",4735
"il4i1","IL4I1","ENSG00000104951",259307
"tsc1a","TSC1","ENSG00000165699",7248
"nbr1a","NBR1","ENSG00000188554",4077
"cpn1","CPN1","ENSG00000120054",1369
"postnb","POSTN","ENSG00000133110",10631
"smg7","SMG7","ENSG00000116698",9887
"mmp2","MMP2","ENSG00000087245",4313
"ier2a","IER2","ENSG00000160888",9592
"ddah2","DDAH2","ENSG00000228128",23564
"ddah2","DDAH2","ENSG00000225635",23564
"ddah2","DDAH2","ENSG00000227317",23564
"ddah2","DDAH2","ENSG00000233076",23564
"ddah2","DDAH2","ENSG00000226634",23564
"ddah2","DDAH2","ENSG00000206395",23564
"ddah2","DDAH2","ENSG00000213722",23564
"ssr3","SSR3","ENSG00000114850",6747
"cox8a","COX8A","ENSG00000176340",1351
"setd3","SETD3","ENSG00000183576",84193
"sall3b","SALL3","ENSG00000277015",27164
"sall3b","SALL3","ENSG00000263310",27164
"sall3b","SALL3","ENSG00000256463",27164
"rab20","RAB20","ENSG00000139832",55647
"prss23","PRSS23","ENSG00000150687",11098
"tspy","TSPY1","ENSG00000258992",7258
"tspy","TSPYL1","ENSG00000189241",7259
"tspy","TSPYL2","ENSG00000184205",64061
"emc6","EMC6","ENSG00000127774",83460
"tuba5","TUBA5P","ENSG00000214796",NA
"chid1","CHID1","ENSG00000177830",66005
"gars1","GARS1","ENSG00000106105",2617
"synj1","SYNJ1","ENSG00000159082",8867
"reep5","REEP5","ENSG00000129625",7905
"rps3a","RPS3A","ENSG00000145425",6189
"sept9a","SEPTIN9","ENSG00000282302",10801
"sept9a","SEPTIN9","ENSG00000184640",10801
"klf12a","KLF12","ENSG00000118922",11278
"aldh6a1","ALDH6A1","ENSG00000119711",4329
"unc5c","UNC5C","ENSG00000182168",8633
"snx3","SNX3","ENSG00000112335",8724
"limch1b","LIMCH1","ENSG00000064042",22998
"pitpnm3","PITPNM3","ENSG00000091622",83394
"homezb","HOMEZ","ENSG00000215271",57594
"sulf1","SULF1","ENSG00000137573",23213
"cfp","CFP","ENSG00000126759",5199
"ddx5","DDX5","ENSG00000108654",1655
"npl","NPL","ENSG00000135838",80896
"cdc42se1","CDC42SE1","ENSG00000197622",56882
"fgb","FGB","ENSG00000171564",2244
"jade3","JADE3","ENSG00000102221",9767
"tbcb","TBCB","ENSG00000105254",1155
"lamp1b","LAMP1","ENSG00000185896",3916
"si:dkey-73n10.1","C15orf39","ENSG00000167173",56905
"moxd1","MOXD1","ENSG00000079931",26002
"alox5ap","ALOX5AP","ENSG00000132965",241
"ajuba","AJUBA","ENSG00000129474",84962
"rrs1","RRS1","ENSG00000179041",23212
"ehd2b","EHD2","ENSG00000024422",30846
"bcat1","BCAT1","ENSG00000060982",586
"stat6","STAT6","ENSG00000166888",6778
"arl8ba","ARL8B","ENSG00000134108",55207
"ubac1","UBAC1","ENSG00000130560",10422
"myo9b","MYO9B","ENSG00000099331",4650
"dennd6b","DENND6B","ENSG00000205593",414918
"smg9","SMG9","ENSG00000105771",56006
"slc22a7b.2","SLC22A7","ENSG00000137204",10864
"synrg","SYNRG","ENSG00000274047",11276
"synrg","SYNRG","ENSG00000275066",11276
"zc3h3","ZC3H3","ENSG00000282684",NA
"zc3h3","ZC3H3","ENSG00000014164",23144
"actn4","ACTN4","ENSG00000282844",81
"actn4","ACTN4","ENSG00000130402",81
"cfap97","CFAP97","ENSG00000164323",57587
"nup35","NUP35","ENSG00000163002",129401
"rnf19a","RNF19A","ENSG00000034677",25897
"taok2a","TAOK2","ENSG00000149930",9344
"nrip2","NRIP2","ENSG00000053702",83714
"plcd1b","PLCD1","ENSG00000187091",5333
"dmtn","DMTN","ENSG00000158856",2039
"lnx1","LNX1","ENSG00000072201",84708
"spag1a","SPAG1","ENSG00000104450",6674
"pepd","PEPD","ENSG00000124299",5184
"sik1","SIK1","ENSG00000142178",150094
"stard8","STARD8","ENSG00000130052",9754
"lztfl1","LZTFL1","ENSG00000163818",54585
"lnpk","LNPK","ENSG00000144320",80856
"bhmt","BHMT","ENSG00000145692",635
"smug1","SMUG1","ENSG00000123415",23583
"snx17","SNX17","ENSG00000115234",9784
"adkb","ADK","ENSG00000156110",132
"nppa","NPPA","ENSG00000175206",4878
"rgs7bpb","RGS7BP","ENSG00000186479",401190
"slc12a3","SLC12A3","ENSG00000070915",6559
"fgl2a","FGL2","ENSG00000127951",10875
"arhgap29a","ARHGAP29","ENSG00000137962",9411
"dcaf7","DCAF7","ENSG00000136485",10238
"coro1a","CORO1A","ENSG00000102879",11151
"lyve1b","LYVE1","ENSG00000133800",10894
"nfatc2ip","NFATC2IP","ENSG00000176953",84901
"atp6v1ab","ATP6V1A","ENSG00000114573",523
"relb","RELB","ENSG00000104856",5971
