#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
MSTRG.161906.2	2356	106	0.29857	8.585528755187987	1	0.117267	noncoding
MSTRG.161906.4	3609	62	0.28766	6.380824851989746	1	0.0322504	noncoding
MSTRG.161906.5	100	13	0.37163999999999997	7.660270500183106	1	0.00267423	noncoding
MSTRG.161906.6	649	103	0.39493999999999996	8.667468070983887	1	0.315271	noncoding
MSTRG.161906.7	99	0	0.40253	0.0	-1	0.00503489	noncoding
MSTRG.161906.9	99	0	0.40253	0.0	-1	0.00503489	noncoding
MSTRG.1625.10	1525	290	0.4836	8.704021644592284	1	0.999994	coding
MSTRG.1625.6	1251	253	0.45802	5.740704154968263	1	0.999975	coding
MSTRG.1625.9	835	169	0.46162	9.408338737487792	-1	0.228472	noncoding
MSTRG.163566.3	4078	640	0.43396	8.907225990295409	1	1	coding
MSTRG.163566.5	89	3	0.42177	5.275022315979004	1	1.55795e-05	noncoding
MSTRG.163566.9	100	28	0.43445	4.889426612854003	-1	0.0152381	noncoding
MSTRG.17536.1	360	14	0.38237	4.0500284194946286	1	0.00677136	noncoding
MSTRG.17536.11	100	25	0.42827	6.52053508758545	-1	0.0158563	noncoding
MSTRG.17536.12	636	43	0.42267	5.261721992492675	1	0.0317889	noncoding
MSTRG.17536.3	564	98	0.42999000000000004	9.4307092666626	-1	0.10885	noncoding
MSTRG.17536.4	186	59	0.47657	8.140374565124514	-1	0.039699	noncoding
MSTRG.17536.5	2677	326	0.34995	9.058017539978025	1	0.99976	coding
MSTRG.17536.6	2468	345	0.46252	4.6600244522094725	-1	0.893801	coding
MSTRG.17536.7	1209	374	0.46837	8.646451377868651	1	1	coding
MSTRG.182217.1	2501	238	0.43818	5.5469968795776365	1	0.999928	coding
MSTRG.18666.1	3563	323	0.40544	6.194563484191894	1	0.999999	coding
MSTRG.188149.2	491	127	0.34751	9.215642738342286	-1	0.150359	noncoding
MSTRG.188149.6	100	0	0.41648	0.0	-1	0.0100458	noncoding
MSTRG.195952.1	3980	1016	0.46619000000000005	5.719048500061036	1	1	coding
MSTRG.196019.4	100	0	0.47153000000000006	0.0	-1	0.111355	noncoding
MSTRG.196019.5	55	0	0.39309	0.0	-1	0.00321691	noncoding
MSTRG.196019.6	2707	67	0.30411	9.741833686828613	1	0.0361397	noncoding
MSTRG.197642.1	1884	133	0.31	9.299580574035645	1	0.274952	noncoding
MSTRG.20410.1	1152	49	0.28644000000000003	11.306159019470215	-1	0.166254	noncoding
MSTRG.20410.5	100	10	0.44520000000000004	9.519997978210448	-1	0.0456717	noncoding
MSTRG.204861.5	64	15	0.43183000000000005	9.369270896911619	-1	0.0472373	noncoding
MSTRG.204861.7	112	23	0.41123	4.0500284194946286	-1	0.0127541	noncoding
MSTRG.208773.6	3576	117	0.32212	4.256751823425293	1	0.664643	coding
MSTRG.210745.1	3805	709	0.42555	6.71930103302002	1	1	coding
MSTRG.210745.3	2056	41	0.29302	8.98168697357178	1	0.0132283	noncoding
MSTRG.213163.11	151	39	0.38713	6.511838722229004	-1	0.0235595	noncoding
MSTRG.213163.6	94	0	0.43039	0.0	-1	0.020098	noncoding
MSTRG.213163.7	1147	87	0.35501	9.031005287170409	1	0.104005	noncoding
MSTRG.21456.4	6159	565	0.33514	8.933013343811037	1	1	coding
MSTRG.214659.2	2038	57	0.31828	9.299773979187012	1	0.0249063	noncoding
MSTRG.216095.5	2105	98	0.35514999999999997	10.003317451477052	1	0.162415	noncoding
MSTRG.216505.4	4312	518	0.38346	5.829657173156738	1	1	coding
MSTRG.216505.5	1735	518	0.47287	5.829657173156738	1	1	coding
MSTRG.21703.8	2715	447	0.43560999999999994	5.458669090270996	1	1	coding
MSTRG.217394.4	54	10	0.39078	7.975528907775878	-1	0.029799	noncoding
MSTRG.217394.7	54	0	0.37665000000000004	0.0	-1	7.49653e-06	noncoding
MSTRG.219234.5	99	0	0.37129	0.0	-1	4.9373e-06	noncoding
MSTRG.219234.6	82	12	0.40586	6.684288215637207	1	0.00268731	noncoding
MSTRG.221724.1	818	92	0.32001	8.958413887023926	-1	0.146447	noncoding
MSTRG.221724.3	2068	618	0.48509	6.048998832702637	1	1	coding
MSTRG.221724.4	502	58	0.40487	5.978859519958497	1	0.0513065	noncoding
MSTRG.221724.6	99	18	0.4022	5.962205696105957	-1	0.0136701	noncoding
MSTRG.221724.7	194	12	0.43529	4.0500284194946286	-1	0.0129812	noncoding
MSTRG.22264.5	873	65	0.31626	7.726942634582519	1	0.0283566	noncoding
MSTRG.22264.6	852	56	0.38034	8.304962348937988	1	0.0301553	noncoding
MSTRG.223098.10	4601	1484	0.46575999999999995	8.975820350646973	1	1	coding
MSTRG.223098.14	100	6	0.3539	5.275022315979004	1	1.15203e-05	noncoding
MSTRG.223098.15	3891	87	0.33061	9.88695201873779	1	0.0844177	noncoding
MSTRG.223098.16	5497	100	0.29928	8.957898139953613	1	0.0951493	noncoding
MSTRG.223098.5	2245	594	0.46547	6.474836540222167	1	1	coding
MSTRG.22363.2	59	2	0.43332	5.275022315979004	-1	0.00936424	noncoding
MSTRG.22363.4	788	43	0.31224	9.730745124816895	1	0.0167403	noncoding
MSTRG.225437.1	4222	1236	0.47276999999999997	5.648681831359863	1	1	coding
MSTRG.226029.3	51	5	0.37775	5.275022315979004	-1	0.0108403	noncoding
MSTRG.226905.11	1177	75	0.33126	9.3358118057251	1	0.0527284	noncoding
MSTRG.227724.10	1354	41	0.27215	8.657346534729005	1	0.014237	noncoding
MSTRG.227724.18	1163	78	0.2996	8.46381244659424	1	0.0450076	noncoding
MSTRG.227724.22	122	12	0.42498	11.999967765808105	-1	0.149334	noncoding
MSTRG.227724.25	51	6	0.38319000000000003	6.487682151794433	-1	0.0157505	noncoding
MSTRG.228096.1	2589	677	0.5032200000000001	7.06408634185791	1	1	coding
MSTRG.228096.4	100	32	0.4168	4.0500284194946286	-1	0.0158149	noncoding
MSTRG.23260.1	5451	874	0.38333999999999996	9.503107261657714	1	1	coding
MSTRG.23260.8	392	52	0.39674000000000004	8.284977149963382	1	0.0285322	noncoding
MSTRG.26541.1	58	7	0.23631	4.0500284194946286	1	0.0641501	noncoding
MSTRG.26541.2	73	7	0.24103	4.0500284194946286	1	0.0487417	noncoding
MSTRG.26541.3	75	8	0.30268	4.0500284194946286	1	0.00518698	noncoding
MSTRG.26541.4	66	7	0.25708000000000003	4.0500284194946286	1	0.0211707	noncoding
MSTRG.26541.5	100	19	0.23454	4.0500284194946286	1	0.114599	noncoding
MSTRG.26541.6	92	19	0.24016	4.0500284194946286	1	0.0843338	noncoding
MSTRG.29681.16	96	19	0.36424	4.0500284194946286	1	0.00800267	noncoding
MSTRG.30332.6	240	26	0.42096999999999996	4.556577491760254	-1	0.013988	noncoding
MSTRG.30332.7	120	37	0.46811	8.364531135559083	1	0.0262377	noncoding
MSTRG.34447.1	2623	480	0.45436	6.240773582458496	1	1	coding
MSTRG.34447.3	100	6	0.38409	9.500012779235842	-1	0.0705372	noncoding
MSTRG.34447.4	100	9	0.39777999999999997	11.999967765808105	-1	0.162843	noncoding
MSTRG.34940.1	1287	161	0.40896	10.275374031066892	1	0.906536	coding
MSTRG.34940.5	825	68	0.36612	8.43712253570557	1	0.0482436	noncoding
MSTRG.34940.6	98	26	0.45871	11.012763404846194	-1	0.111097	noncoding
MSTRG.3558.7	100	0	0.39347	0.0	-1	0.00327396	noncoding
MSTRG.3558.8	100	8	0.45809	4.0500284194946286	1	0.00687449	noncoding
MSTRG.3564.1	5289	1417	0.47404999999999997	5.3748884201049805	1	1	coding
MSTRG.3564.9	405	25	0.35772	10.847466468811035	1	0.0122891	noncoding
MSTRG.36140.1	5434	608	0.38874	9.481316947937014	1	1	coding
MSTRG.36140.2	100	25	0.37838999999999995	8.023364448547362	-1	0.0407268	noncoding
MSTRG.37612.7	100	16	0.43072999999999995	6.695428657531737	-1	0.0143242	noncoding
MSTRG.38675.1	1538	246	0.31621	8.897233390808108	-1	0.199314	noncoding
MSTRG.38675.2	63	7	0.46604	11.000256538391113	1	0.015069	noncoding
MSTRG.41160.3	100	3	0.42135999999999996	5.275022315979004	1	1.55129e-05	noncoding
MSTRG.41160.4	498	67	0.40993	8.76629810333252	1	0.0773298	noncoding
MSTRG.41857.1	159	41	0.23613	5.723538780212404	-1	0.180296	noncoding
MSTRG.41857.2	122	27	0.44795	10.446408653259276	-1	0.0882803	noncoding
MSTRG.44619.1	2641	56	0.30752	10.447311210632321	1	0.0295198	noncoding
MSTRG.44619.2	97	13	0.42647	9.788379859924316	1	0.00755778	noncoding
MSTRG.44619.3	100	32	0.40198	6.7129919052124025	-1	0.0206052	noncoding
MSTRG.57002.1	1177	62	0.33853	6.817803001403808	1	0.0292421	noncoding
MSTRG.57002.2	3429	479	0.36228000000000005	8.564576530456542	1	1	coding
MSTRG.57002.4	132	4	0.35053	9.500077247619632	1	0.0033433	noncoding
MSTRG.57961.1	82	18	0.39301	6.501948738098144	-1	0.0169514	noncoding
MSTRG.59415.2	1845	591	0.47468	6.811039161682129	-1	0.995258	coding
MSTRG.59415.5	100	33	0.43969	5.793848609924316	-1	0.0163854	noncoding
MSTRG.62022.1	1884	127	0.43921	5.678465461730957	1	0.889165	coding
MSTRG.62022.4	5143	618	0.35753	4.692877388000488	1	1	coding
MSTRG.62022.5	100	20	0.39516	11.999967765808105	-1	0.167603	noncoding
MSTRG.62022.6	92	20	0.45485000000000003	11.999967765808105	-1	0.146587	noncoding
MSTRG.62022.7	100	0	0.47605	0.0	-1	0.126713	noncoding
MSTRG.62462.10	60	11	0.31062999999999996	4.674291038513183	-1	0.0232944	noncoding
MSTRG.62462.11	99	19	0.44461	5.3024187088012695	-1	0.0130904	noncoding
MSTRG.62462.12	86	15	0.42658999999999997	5.897863960266113	-1	0.0121404	noncoding
MSTRG.62462.13	96	19	0.44298	4.352013969421387	-1	0.0149152	noncoding
MSTRG.62462.4	8890	1865	0.46491	5.083645439147948	1	1	coding
MSTRG.62462.9	145	0	0.38623999999999997	0.0	-1	1.68485e-05	noncoding
MSTRG.65911.1	4957	1038	0.40728	5.018564796447753	1	1	coding
MSTRG.65911.4	3558	956	0.44451	4.8974409103393555	1	1	coding
MSTRG.67803.1	2637	78	0.36624	6.808310890197753	1	0.0841293	noncoding
MSTRG.67803.2	72	17	0.2712	5.748434257507324	1	0.00740442	noncoding
MSTRG.67803.3	115	16	0.27005	4.0500284194946286	1	0.0190161	noncoding
MSTRG.68024.1	2184	139	0.43287000000000003	4.422721672058106	1	0.976511	coding
MSTRG.68024.2	100	23	0.43872	4.66735668182373	-1	0.0146757	noncoding
MSTRG.68024.3	100	10	0.41981	11.999967765808105	-1	0.150603	noncoding
MSTRG.68024.4	100	24	0.43978	4.089076805114746	-1	0.0169502	noncoding
MSTRG.69528.1	9343	2144	0.41859	5.144008445739746	1	1	coding
MSTRG.71491.1	18168	4928	0.45415	5.770203590393066	1	1	coding
MSTRG.71491.7	100	9	0.42468	5.27274875640869	-1	0.0103866	noncoding
MSTRG.71673.7	91	13	0.38102	11.999967765808105	-1	0.174555	noncoding
MSTRG.71736.2	56	11	0.42408	4.529692649841309	-1	0.0108721	noncoding
MSTRG.71736.4	69	0	0.35170999999999997	0.0	-1	1.38451e-06	noncoding
MSTRG.71736.7	85	0	0.46369000000000005	0.0	-1	0.0860133	noncoding
MSTRG.71736.8	60	4	0.41965	5.275022315979004	-1	0.00946397	noncoding
MSTRG.78837.1	1286	236	0.39194	7.078807640075683	-1	0.247049	noncoding
MSTRG.78837.2	8650	591	0.36660000000000004	8.587333869934085	1	1	coding
MSTRG.78837.4	1060	72	0.45957	9.217512321472167	1	0.206592	noncoding
MSTRG.80705.2	211	49	0.41396	9.3911901473999	1	0.0371105	noncoding
MSTRG.80705.3	195	33	0.33936999999999995	10.916125297546387	-1	0.181005	noncoding
MSTRG.8505.2	1159	91	0.33828	11.48873348236084	1	0.0916832	noncoding
MSTRG.8505.3	754	40	0.37770000000000004	9.185213661193849	1	0.016202	noncoding
MSTRG.9486.4	491	23	0.39324	6.68212833404541	1	0.00484593	noncoding
ENSDART00000004041	3935	853	0.45838	5.337999916076659	1	1	coding
ENSDART00000004896	2516	569	0.38295999999999997	8.975498008728028	1	1	coding
ENSDART00000007675	2532	318	0.39278	9.353024864196776	1	0.999948	coding
ENSDART00000009938	4276	534	0.36232999999999993	6.2100236892700185	1	1	coding
ENSDART00000012335	3056	898	0.47201000000000004	5.292130851745605	1	1	coding
ENSDART00000014465	3843	1049	0.46166999999999997	5.435194587707519	1	1	coding
ENSDART00000016913	1351	238	0.42663	9.180507469177247	1	0.999239	coding
ENSDART00000024726	3799	1061	0.49039	6.850996971130371	1	1	coding
ENSDART00000032844	5462	1089	0.36761	8.984330177307132	1	1	coding
ENSDART00000033922	6209	891	0.38702000000000003	9.257547187805173	1	1	coding
ENSDART00000039443	1563	451	0.44913000000000003	4.93211269378662	1	1	coding
ENSDART00000040171	3160	718	0.46252	5.265132331848144	1	1	coding
ENSDART00000041036	2461	460	0.42092999999999997	8.83734226226807	1	1	coding
ENSDART00000041503	6227	1083	0.46134	6.355588340759277	1	1	coding
ENSDART00000043776	8416	1922	0.4659	9.72004337310791	1	1	coding
ENSDART00000045423	3627	641	0.43478	8.023686790466307	1	1	coding
ENSDART00000046712	1824	254	0.39327	9.096247291564943	1	0.998963	coding
ENSDART00000048445	960	224	0.43279999999999996	5.569959831237792	1	0.999797	coding
ENSDART00000050750	1602	350	0.44886	4.970535850524903	1	1	coding
ENSDART00000055379	1255	356	0.46047	8.395798301696779	1	1	coding
ENSDART00000060145	2395	222	0.32720000000000005	6.173248863220214	1	0.993078	coding
ENSDART00000060545	4094	1289	0.47263	6.628415489196779	1	1	coding
ENSDART00000060764	3432	392	0.36241	5.787653160095215	1	1	coding
ENSDART00000064974	1669	341	0.44547000000000003	5.203064155578613	1	1	coding
ENSDART00000065341	2325	319	0.42379999999999995	6.056103706359862	1	0.999999	coding
ENSDART00000065889	3435	350	0.31684	9.31228084564209	1	0.999213	coding
ENSDART00000066903	2704	335	0.39461	5.921395301818847	1	0.999999	coding
ENSDART00000078401	3502	485	0.3998999999999999	7.580866432189942	1	1	coding
ENSDART00000078767	1515	505	0.4758	4.934499931335448	1	1	coding
ENSDART00000079341	9537	1746	0.3825	6.5454305648803714	1	1	coding
ENSDART00000079806	2547	484	0.42092999999999997	8.812264060974119	1	1	coding
ENSDART00000082420	2829	461	0.32624	9.273922157287597	1	0.999994	coding
ENSDART00000082425	2533	457	0.34624	9.359922981262208	1	0.999998	coding
ENSDART00000082504	1917	554	0.43428999999999995	6.50592746734619	1	1	coding
ENSDART00000083308	5842	1919	0.48451	6.0378015518188475	1	1	coding
ENSDART00000083467	3985	860	0.43894	8.5324068069458	1	1	coding
ENSDART00000084076	1780	235	0.30396	8.97317714691162	1	0.935113	coding
ENSDART00000086202	1974	612	0.46519	5.662550544738769	1	1	coding
ENSDART00000086227	1546	464	0.40184	6.812403297424316	1	1	coding
ENSDART00000088004	7015	1587	0.37803	8.499850273132324	1	1	coding
ENSDART00000088808	7476	1586	0.39054999999999995	5.9137788772583	1	1	coding
ENSDART00000091662	2900	753	0.45833	5.127184104919433	1	1	coding
ENSDART00000092524	2894	834	0.46358999999999995	7.497597312927247	1	1	coding
ENSDART00000092656	3587	622	0.40719000000000005	6.0445653915405275	1	1	coding
ENSDART00000097960	1241	328	0.35053999999999996	5.72649440765381	1	0.999995	coding
ENSDART00000098632	4795	941	0.38489	6.386054039001464	1	1	coding
ENSDART00000099003	2524	315	0.37234	5.852108573913574	1	0.999995	coding
ENSDART00000099839	2429	396	0.45593	5.698813819885253	1	1	coding
ENSDART00000101143	2047	351	0.39468000000000003	7.59882755279541	1	0.999998	coding
ENSDART00000102100	4220	909	0.40442	5.519486808776854	1	1	coding
ENSDART00000102788	6366	1017	0.41117000000000004	5.317651557922363	1	1	coding
ENSDART00000103405	5184	252	0.26982	7.028277778625487	1	0.979521	coding
ENSDART00000103652	7364	1446	0.4329800000000001	6.507177925109862	1	1	coding
ENSDART00000104256	4305	967	0.48086	8.117681694030761	1	1	coding
ENSDART00000104891	1835	584	0.42189	9.330976676940917	1	1	coding
ENSDART00000110383	3588	575	0.39382	9.721977424621581	1	1	coding
ENSDART00000111088	4812	1604	0.4517	6.602496910095215	1	1	coding
ENSDART00000111810	8335	1174	0.38271	5.054316520690917	1	1	coding
ENSDART00000111852	5541	1847	0.46243999999999996	5.725982856750489	1	1	coding
ENSDART00000112268	5875	954	0.38642999999999994	6.652174186706544	1	1	coding
ENSDART00000112394	1525	243	0.41197	4.69179744720459	1	0.999962	coding
ENSDART00000113849	3283	969	0.44473	6.0099504470825185	1	1	coding
ENSDART00000113985	6760	681	0.42315	5.718082237243652	1	1	coding
ENSDART00000122945	2876	745	0.45522999999999997	5.3534032821655275	1	1	coding
ENSDART00000124336	2810	419	0.45699000000000006	8.888981437683107	1	1	coding
ENSDART00000124505	3332	813	0.32222	9.380681800842286	1	1	coding
ENSDART00000127003	1272	320	0.44877999999999996	6.710490989685058	1	0.999999	coding
ENSDART00000129299	640	63	0.40168	11.999967765808105	1	0.060181	noncoding
ENSDART00000130072	2593	382	0.40174	7.632987785339356	1	1	coding
ENSDART00000131282	2291	703	0.43426999999999993	6.434537696838378	1	1	coding
ENSDART00000131751	796	212	0.44494	7.6391263961792	-1	0.244872	noncoding
ENSDART00000132955	478	145	0.38609	9.272697257995606	-1	0.153059	noncoding
ENSDART00000133068	634	67	0.48077	4.433748435974121	-1	0.0459534	noncoding
ENSDART00000133099	2493	311	0.40146	9.451725959777832	1	0.999946	coding
ENSDART00000133480	515	86	0.46443999999999996	5.177600288391112	-1	0.0483112	noncoding
ENSDART00000133676	3282	1094	0.44028999999999996	8.505265617370608	1	1	coding
ENSDART00000134059	5203	1569	0.45387	6.977463722229005	1	1	coding
ENSDART00000134729	994	225	0.41329	5.677442359924316	1	0.999693	coding
ENSDART00000134979	878	86	0.3332	8.80143337249756	1	0.0782463	noncoding
ENSDART00000135184	1172	206	0.44415	6.44437084197998	1	0.998988	coding
ENSDART00000135513	1944	490	0.44991000000000003	5.639758110046387	1	1	coding
ENSDART00000135668	578	108	0.46543999999999996	4.220090675354004	-1	0.0990415	noncoding
ENSDART00000135965	3035	957	0.46787	7.368629646301269	1	1	coding
ENSDART00000136329	326	78	0.39911	5.032149314880371	-1	0.0310461	noncoding
ENSDART00000136688	542	50	0.43331	11.999967765808105	1	0.0575185	noncoding
ENSDART00000136745	513	55	0.44644000000000006	4.777965354919433	1	0.0995943	noncoding
ENSDART00000136798	508	66	0.3757500000000001	8.977818870544432	-1	0.0880634	noncoding
ENSDART00000137699	4198	902	0.40442	5.564105415344237	1	1	coding
ENSDART00000137900	5416	1446	0.44822	6.507177925109862	1	1	coding
ENSDART00000138413	346	36	0.42455	10.177511024475098	1	0.0270673	noncoding
ENSDART00000138675	8210	1891	0.4736	9.698510932922364	1	1	coding
ENSDART00000138777	446	128	0.45049	6.719983100891113	-1	0.079698	noncoding
ENSDART00000138947	2745	850	0.44683	5.408593940734862	-1	0.999967	coding
ENSDART00000138959	2442	814	0.45497000000000004	6.676728630065918	1	1	coding
ENSDART00000139542	499	86	0.30824999999999997	8.80143337249756	1	0.0633581	noncoding
ENSDART00000140347	4583	617	0.34303	6.0445653915405275	1	1	coding
ENSDART00000140866	5909	1833	0.47268999999999994	5.867568778991698	1	1	coding
ENSDART00000141101	2449	222	0.32720000000000005	6.173248863220214	1	0.993078	coding
ENSDART00000141404	1289	350	0.4720600000000001	4.970535850524903	1	1	coding
ENSDART00000141500	2970	67	0.32236	8.61924571990967	1	0.0333387	noncoding
ENSDART00000141682	3738	171	0.28848	6.335637855529785	1	0.819839	coding
ENSDART00000141699	3977	702	0.36277000000000004	8.878215217590334	1	1	coding
ENSDART00000141781	760	169	0.47984	5.227163887023924	1	0.994321	coding
ENSDART00000141853	823	124	0.43473	5.590762901306152	1	0.868835	coding
ENSDART00000141913	710	226	0.44272999999999996	9.434899711608885	-1	0.334966	noncoding
ENSDART00000142036	769	63	0.49072	11.999967765808105	1	0.340007	noncoding
ENSDART00000142478	6924	1724	0.47597999999999996	6.22872371673584	1	1	coding
ENSDART00000142605	5743	1270	0.35753	8.575987434387208	1	1	coding
ENSDART00000142659	471	102	0.45264000000000004	4.897668266296387	-1	0.0644406	noncoding
ENSDART00000142872	1155	315	0.43160000000000004	9.144147300720217	-1	0.530702	coding
ENSDART00000143520	499	144	0.44320999999999994	9.787283897399899	-1	0.188023	noncoding
ENSDART00000143553	741	86	0.33951999999999993	8.80143337249756	1	0.083367	noncoding
ENSDART00000143751	783	254	0.43605	8.52905445098877	-1	0.361556	noncoding
ENSDART00000144383	989	312	0.44198	7.881018257141112	-1	0.562009	coding
ENSDART00000144500	703	97	0.42496999999999996	11.376107215881348	1	0.344008	noncoding
ENSDART00000144579	724	59	0.39461	5.623672676086425	1	0.0561168	noncoding
ENSDART00000144912	1259	267	0.44007999999999997	9.41620388031006	-1	0.432748	noncoding
ENSDART00000145114	6210	1798	0.47192	6.120218086242674	1	1	coding
ENSDART00000145505	759	56	0.3984	6.70241985321045	1	0.0356869	noncoding
ENSDART00000145741	536	133	0.45647000000000004	8.245393562316895	-1	0.11061	noncoding
ENSDART00000145930	741	227	0.45034	4.956837654113768	-1	0.404951	noncoding
ENSDART00000147318	1139	214	0.42816	9.627595710754395	1	0.996839	coding
ENSDART00000147699	5964	1674	0.44803	5.646521949768067	1	1	coding
ENSDART00000147799	600	148	0.45415	4.911878013610839	-1	0.14142	noncoding
ENSDART00000147861	581	155	0.44493999999999995	5.425077247619628	-1	0.130841	noncoding
ENSDART00000147885	878	196	0.40551	6.813710594177246	1	0.994851	coding
ENSDART00000148389	7365	1954	0.47337	5.721606254577638	1	1	coding
ENSDART00000148686	1051	88	0.39994	5.840229225158691	1	0.26479	noncoding
ENSDART00000149061	3459	273	0.3934099999999999	8.149271202087402	1	0.999796	coding
ENSDART00000149714	1852	346	0.42760000000000004	9.055374336242675	1	0.999998	coding
ENSDART00000149735	902	238	0.45969000000000004	9.180507469177247	1	0.999732	coding
ENSDART00000149838	2466	396	0.46393999999999996	5.698813819885253	1	1	coding
ENSDART00000150067	888	196	0.43365	4.5203142166137695	1	0.99948	coding
ENSDART00000150265	493	119	0.42174	4.677417182922363	1	0.886075	coding
ENSDART00000150490	2657	516	0.44986000000000004	8.932433128356934	1	1	coding
ENSDART00000150957	726	225	0.44609	9.434899711608885	-1	0.339199	noncoding
ENSDART00000151405	552	29	0.34734999999999994	10.639878273010254	1	0.0134385	noncoding
ENSDART00000151822	807	145	0.46624000000000004	6.13778133392334	1	0.959956	coding
ENSDART00000151851	1519	301	0.46549	9.147564125061038	-1	0.600921	coding
ENSDART00000152020	803	145	0.46029	9.594523429870605	-1	0.190389	noncoding
ENSDART00000152425	919	259	0.4385	6.165461921691894	-1	0.417243	noncoding
ENSDART00000152558	1058	125	0.2735	5.535174369812012	-1	0.162443	noncoding
ENSDART00000152748	1903	525	0.4659	4.771542549133301	1	1	coding
ENSDART00000152876	10580	2689	0.43447	8.5530366897583	1	1	coding
ENSDART00000152926	127	18	0.36174999999999996	11.999967765808105	-1	0.185483	noncoding
ENSDART00000153272	708	152	0.36019999999999996	9.673690605163575	1	0.682868	coding
ENSDART00000153640	605	129	0.48042999999999997	4.636493110656737	1	0.940388	coding
ENSDART00000154013	5351	813	0.29791	9.380681800842286	1	1	coding
ENSDART00000154252	614	127	0.43121000000000004	6.077702522277831	1	0.856357	coding
ENSDART00000154391	797	202	0.44746	5.735645484924317	-1	0.246565	noncoding
ENSDART00000154697	1861	591	0.47316	7.059425544738769	1	1	coding
ENSDART00000154719	7528	1047	0.39299000000000006	5.435194587707519	1	1	coding
ENSDART00000154923	737	170	0.43416999999999994	5.815163230895997	1	0.991642	coding
ENSDART00000154925	3519	1162	0.44535	6.514225959777832	-1	0.999999	coding
ENSDART00000154941	647	138	0.41071	6.70162410736084	1	0.868456	coding
ENSDART00000155776	698	184	0.46769	8.319016456604007	1	0.995207	coding
ENSDART00000155894	8042	1627	0.40483	7.371755790710449	1	1	coding
ENSDART00000156057	2133	67	0.30656	8.61924571990967	1	0.0310971	noncoding
ENSDART00000156626	2179	67	0.31248	8.61924571990967	1	0.0317759	noncoding
ENSDART00000156768	1055	144	0.43503	8.817099189758302	1	0.905772	coding
ENSDART00000157700	434	66	0.37629999999999997	4.0500284194946286	-1	0.0225854	noncoding
ENSDART00000159122	7084	999	0.3823	5.357495689392089	1	1	coding
ENSDART00000159134	4887	381	0.35504	6.144829368591308	1	1	coding
ENSDART00000159221	539	129	0.42871	10.366725730895993	-1	0.188544	noncoding
ENSDART00000159489	1766	123	0.45898	10.001125526428222	1	0.84	coding
ENSDART00000159674	684	103	0.44922	4.533387184143066	1	0.781342	coding
ENSDART00000159925	1020	333	0.49281	7.075908851623535	-1	0.756358	coding
ENSDART00000160433	6247	502	0.34998	5.269793128967284	1	1	coding
ENSDART00000160688	2633	263	0.36991999999999997	6.197860145568847	1	0.999826	coding
ENSDART00000161024	651	182	0.47069	4.654056358337402	-1	0.284559	noncoding
ENSDART00000161387	4982	727	0.34624999999999995	6.421123695373535	1	1	coding
ENSDART00000161426	781	116	0.32266	6.544066429138184	-1	0.101152	noncoding
ENSDART00000161729	4547	1435	0.45233	6.108111381530762	1	1	coding
ENSDART00000161928	6746	1035	0.44853	8.269891548156739	1	1	coding
ENSDART00000162189	2245	319	0.42215	6.056103706359862	1	0.999999	coding
ENSDART00000162355	2016	397	0.46167	5.022941398620605	1	1	coding
ENSDART00000162452	5603	1061	0.46066	6.850996971130371	1	1	coding
ENSDART00000162518	4640	1445	0.46003	6.10839557647705	1	1	coding
ENSDART00000163877	7475	962	0.3799	6.466822242736816	1	1	coding
ENSDART00000164328	5885	1663	0.43417	5.495330238342285	1	1	coding
ENSDART00000164691	1669	317	0.33768	8.409530067443853	1	0.999647	coding
ENSDART00000166013	1352	300	0.38531000000000004	8.880600547790529	1	0.999879	coding
ENSDART00000166615	1296	419	0.42141	8.800208473205569	-1	0.750203	coding
ENSDART00000167640	7565	584	0.3106	9.330976676940917	1	1	coding
ENSDART00000167875	1419	392	0.46029000000000003	5.588318824768066	1	1	coding
ENSDART00000168121	1974	658	0.45868999999999993	6.108054542541503	1	1	coding
ENSDART00000169307	1251	278	0.37151	8.676944923400882	1	0.999433	coding
ENSDART00000171284	2223	502	0.46561	5.269793128967284	1	1	coding
ENSDART00000172349	4907	1439	0.39983	8.630527687072757	1	1	coding
ENSDART00000173665	1693	81	0.34790999999999994	8.852363395690919	1	0.074353	noncoding
ENSDART00000174117	4875	690	0.32575	6.360874366760252	1	1	coding
ENSDART00000174218	4447	558	0.36232999999999993	6.220027351379394	1	1	coding
ENSDART00000174292	4429	552	0.36232999999999993	6.284653282165528	1	1	coding
ENSDART00000174335	4431	521	0.36232999999999993	6.140680122375487	1	1	coding
ENSDART00000174355	4947	714	0.33443	6.355304145812987	1	1	coding
ENSDART00000174369	749	192	0.46461	6.188254356384278	-1	0.219002	noncoding
ENSDART00000174455	9242	1893	0.44232000000000005	9.698510932922364	1	1	coding
ENSDART00000174703	4789	1061	0.47447	6.850996971130371	1	1	coding
ENSDART00000174713	4658	1451	0.46003	6.143351554870605	1	1	coding
ENSDART00000175269	10033	1628	0.29988000000000004	6.454033470153808	1	1	coding
ENSDART00000176136	3860	642	0.45045	7.413361930847168	1	1	coding
ENSDART00000176951	2961	987	0.46098	6.16034641265869	1	1	coding
ENSDART00000177960	1474	333	0.45244999999999996	4.9936124801635735	1	1	coding
ENSDART00000179831	5336	372	0.38537	5.134743690490722	1	1	coding
